cycle	rlat	clat	klat	rhop	chop	khop	hopcat	latcat
7779	12.87	12.87	12.87	4	2	2	2	1
7780	21.06	28.16	21.06	4	3	2	2	2
7781	3.56	42.9	3.56	2	3	2	2	1
7782	20.97	38.41	20.97	4	3	2	3	2
7783	4.15	4.15	4.15	2	2	2	1	1
7784	8.72	8.72	8.72	3	2	2	2	1
7785	16.18	16.18	16.18	3	3	2	2	1
7786	21.06	48.88	21.06	4	3	2	2	2
7787	25.65	85.03	25.65	4	4	2	1	2
7788	47.34	47.34	47.34	6	2	2	2	3
7789	30.73	104.71	30.73	5	4	2	1	2
7790	3.56	42.9	3.56	2	3	2	2	1
7791	15.89	33.33	15.89	3	3	2	2	1
7792	16.18	16.18	16.18	3	3	2	2	1
7793	16.18	16.18	16.18	3	3	2	2	1
7794	20.97	38.41	20.97	4	3	2	3	2
7795	22.09	22.09	22.09	3	2	2	1	2
7796	22.97	31.27	22.97	3	3	2	2	2
7797	5.17	34.17	5.17	2	3	2	3	1
7798	26.14	33.24	26.14	5	3	2	1	2
7799	22.97	31.27	22.97	3	3	2	2	2
7800	49.76	56.88	49.76	5	3	2	3	3
7801	39.79	39.79	39.79	5	2	2	3	3
7802	29.69	29.69	29.69	6	2	2	2	2
7803	16.18	16.18	16.18	3	3	2	2	1
7804	18.06	69.14	18.06	4	4	2	3	2
7805	16.82	71.06	16.82	3	4	2	3	1
7806	27.67	34.79	27.67	3	3	2	3	2
7807	15.05	69.29	15.05	2	3	2	2	1
7808	20.97	66.91	20.97	4	3	2	3	2
7809	42.17	42.17	42.17	5	2	2	2	3
7810	5.08	54.3	5.08	2	3	2	2	1
7811	27.17	27.17	27.17	4	3	2	2	2
7812	31.23	31.23	31.23	4	2	2	3	2
7813	27.17	27.17	27.17	4	3	2	2	2
7814	27.12	68.04	27.12	4	4	2	1	2
7815	18.06	18.06	18.06	4	2	2	3	2
7816	16.18	70.52	16.18	3	3	2	2	1
7817	13.91	32.55	13.91	3	3	2	3	1
7818	16.18	16.18	16.18	3	3	2	2	1
7819	5.17	12.27	5.17	2	3	2	3	1
7820	23.22	23.22	23.22	5	2	2	3	2
7821	10.35	28.99	10.35	2	3	2	2	1
7822	5.08	54.3	5.08	2	3	2	2	1
7823	31.23	31.23	31.23	4	2	2	3	2
7824	5.17	12.27	5.17	2	3	2	3	1
7825	5.17	34.17	5.17	2	3	2	3	1
7826	21.06	28.16	21.06	4	3	2	2	2
7827	24.61	24.61	24.61	5	2	2	3	2
7828	22.09	68.55	22.09	3	4	2	1	2
7829	27.17	27.17	27.17	4	3	2	2	2
7830	16.18	70.52	16.18	3	3	2	2	1
7831	13.91	22.21	13.91	3	3	2	3	1
7832	27.67	56.67	27.67	3	3	2	3	2
7833	39.79	39.79	39.79	5	2	2	3	3
7834	26.78	82.12	26.78	6	3	2	2	2
7835	32.29	32.29	32.29	5	3	2	3	2
7836	11.74	20.04	11.74	2	3	2	3	1
7837	42.17	42.17	42.17	5	2	2	2	3
7838	9.32	9.32	9.32	3	2	2	2	1
7839	8.72	8.72	8.72	3	2	2	2	1
7840	12.87	12.87	12.87	4	2	2	2	1
7841	54.84	109.08	54.84	6	4	2	2	3
7842	18.06	18.06	18.06	4	2	2	3	2
7843	9.32	38.32	9.32	3	4	2	2	1
7844	5.17	34.17	5.17	2	3	2	3	1
7845	27.17	45.81	27.17	4	3	2	2	2
7846	20.97	38.41	20.97	4	3	2	3	2
7847	27.17	27.17	27.17	4	3	2	2	2
7848	49.76	56.88	49.76	5	3	2	3	3
7849	4.15	4.15	4.15	2	2	2	1	1
7850	24.61	24.61	24.61	5	2	2	3	2
7851	30.73	30.73	30.73	5	2	2	1	2
7852	47.34	47.34	47.34	6	2	2	2	3
7853	16.18	70.52	16.18	3	3	2	2	1
7854	22.97	31.27	22.97	3	3	2	2	2
7855	3.56	3.56	3.56	2	2	2	2	1
7856	13.91	32.55	13.91	3	3	2	3	1
7857	26.78	82.12	26.78	6	3	2	2	2
7858	20.97	66.91	20.97	4	3	2	3	2
7859	12.87	12.87	12.87	4	3	2	2	1
7860	5.08	54.3	5.08	2	3	2	2	1
7861	38.02	38.02	38.02	4	2	2	1	3
7862	3.55	98.23	3.55	2	3	2	1	1
7863	22.97	31.27	22.97	3	3	2	2	2
7864	32.29	32.29	32.29	5	3	2	3	2
7865	14.5	55.42	14.5	3	4	2	2	1
7866	15.05	69.29	15.05	2	3	2	2	1
7867	54.84	109.08	54.84	6	4	2	2	3
7868	15.05	47.41	15.05	2	4	2	2	1
7869	5.17	12.27	5.17	2	3	2	3	1
7870	5.17	12.27	5.17	2	3	2	3	1
7871	23.22	46.7	23.22	5	3	2	3	2
7872	39.79	39.79	39.79	5	2	2	3	3
7873	54.84	73.48	54.84	6	3	2	2	3
7874	39.79	39.79	39.79	5	2	2	3	3
7875	15.05	69.29	15.05	2	3	2	2	1
7876	27.17	27.17	27.17	4	3	2	2	2
7877	8.72	8.72	8.72	3	2	2	2	1
7878	16.82	71.06	16.82	3	4	2	3	1
7879	13.91	22.21	13.91	3	3	2	3	1
7880	12.87	12.87	12.87	4	2	2	2	1
7881	16.18	16.18	16.18	3	3	2	2	1
7882	35.84	35.84	35.84	6	3	2	3	3
7883	5.17	34.17	5.17	2	3	2	3	1
7884	4.15	43.49	4.15	2	4	2	1	1
7885	16.82	35.46	16.82	3	3	2	3	1
7886	3.55	98.23	3.55	2	3	2	1	1
7887	22.97	41.61	22.97	3	4	2	2	2
7888	25.65	25.65	25.65	4	2	2	1	2
7889	26.14	33.24	26.14	5	3	2	1	2
7890	20.97	66.91	20.97	4	3	2	3	2
7891	50.89	50.89	50.89	7	2	2	1	3
7892	27.67	56.67	27.67	3	3	2	3	2
7893	49.76	58.06	49.76	5	3	2	3	3
7894	16.18	16.18	16.18	3	3	2	2	1
7895	11.74	58.2	11.74	2	4	2	3	1
7896	9.32	9.32	9.32	3	2	2	2	1
7897	54.84	73.48	54.84	6	3	2	2	3
7898	26.14	33.24	26.14	5	3	2	1	2
7899	21.06	48.88	21.06	4	3	2	2	2
7900	42.17	42.17	42.17	5	2	2	2	3
7901	18.06	18.06	18.06	4	2	2	3	2
7902	5.17	12.27	5.17	2	3	2	3	1
7903	38.02	38.02	38.02	4	2	2	1	3
7904	14.5	55.42	14.5	3	4	2	2	1
7905	9.32	9.32	9.32	3	2	2	2	1
7906	19.67	19.67	19.67	4	2	2	3	2
7907	14.5	14.5	14.5	3	2	2	2	1
7908	16.18	16.18	16.18	3	3	2	2	1
7909	3.55	3.55	3.55	2	2	2	1	1
7910	21.06	48.88	21.06	4	3	2	2	2
7911	5.17	34.17	5.17	2	3	2	3	1
7912	42.17	42.17	42.17	5	2	2	2	3
7913	54.84	109.08	54.84	6	4	2	2	3
7914	49.76	56.88	49.76	5	3	2	3	3
7915	35.84	59.32	35.84	6	3	2	3	3
7916	26.14	33.24	26.14	5	3	2	1	2
7917	12.87	12.87	12.87	4	2	2	2	1
7918	19.67	19.67	19.67	4	2	2	3	2
7919	49.76	58.06	49.76	5	3	2	3	3
7920	34.71	44.87	34.71	4	3	2	2	3
7921	27.12	27.12	27.12	4	2	2	1	2
7922	35.84	35.84	35.84	6	3	2	3	3
7923	12.62	12.62	12.62	2	2	2	1	1
7924	21.06	28.16	21.06	4	3	2	2	2
7925	19.67	19.67	19.67	4	2	2	3	2
7926	26.78	60.42	26.78	6	3	2	2	2
7927	5.08	5.08	5.08	2	2	2	2	1
7928	49.76	56.88	49.76	5	3	2	3	3
7929	8.72	8.72	8.72	3	2	2	2	1
7930	20.97	66.91	20.97	4	3	2	3	2
7931	32.29	32.29	32.29	5	2	2	3	2
7932	31.23	31.23	31.23	4	2	2	3	2
7933	35.84	59.32	35.84	6	3	2	3	3
7934	13.91	22.21	13.91	3	3	2	3	1
7935	16.82	35.46	16.82	3	3	2	3	1
7936	15.89	33.33	15.89	3	3	2	2	1
7937	49.76	58.06	49.76	5	3	2	3	3
7938	27.17	27.17	27.17	4	3	2	2	2
7939	26.78	60.42	26.78	6	3	2	2	2
7940	20.97	66.91	20.97	4	3	2	3	2
7941	14.5	14.5	14.5	3	2	2	2	1
7942	31.23	31.23	31.23	4	2	2	3	2
7943	35.84	59.32	35.84	6	3	2	3	3
7944	47.34	47.34	47.34	6	2	2	2	3
7945	29.69	29.69	29.69	6	2	2	2	2
7946	19.67	19.67	19.67	4	2	2	3	2
7947	13.91	22.21	13.91	3	3	2	3	1
7948	24.61	24.61	24.61	5	2	2	3	2
7949	15.05	47.41	15.05	2	4	2	2	1
7950	4.15	43.49	4.15	2	4	2	1	1
7951	19.67	19.67	19.67	4	2	2	3	2
7952	24.61	24.61	24.61	5	2	2	3	2
7953	26.78	60.42	26.78	6	3	2	2	2
7954	5.08	54.3	5.08	2	3	2	2	1
7955	27.67	34.79	27.67	3	3	2	3	2
7956	10.35	18.65	10.35	2	3	2	2	1
7957	16.18	16.18	16.18	3	3	2	2	1
7958	22.97	31.27	22.97	3	3	2	2	2
7959	26.14	33.24	26.14	5	3	2	1	2
7960	8.72	8.72	8.72	3	2	2	2	1
7961	27.17	45.81	27.17	4	3	2	2	2
7962	34.71	34.71	34.71	4	2	2	2	3
7963	34.71	44.87	34.71	4	3	2	2	3
7964	27.12	68.04	27.12	4	4	2	1	2
7965	23.23	23.23	23.23	5	2	2	2	2
7966	22.97	31.27	22.97	3	3	2	2	2
7967	39.79	39.79	39.79	5	2	2	3	3
7968	22.97	41.61	22.97	3	4	2	2	2
7969	39.79	39.79	39.79	5	2	2	3	3
7970	5.08	5.08	5.08	2	2	2	2	1
7971	16.18	70.52	16.18	3	3	2	2	1
7972	27.12	68.04	27.12	4	4	2	1	2
7973	13.91	22.21	13.91	3	3	2	3	1
7974	27.67	56.67	27.67	3	3	2	3	2
7975	16.82	71.06	16.82	3	4	2	3	1
7976	25.65	85.03	25.65	4	4	2	1	2
7977	47.34	47.34	47.34	6	2	2	2	3
7978	47.34	47.34	47.34	6	2	2	2	3
7979	39.79	39.79	39.79	5	2	2	3	3
7980	9.32	9.32	9.32	3	2	2	2	1
7981	16.82	35.46	16.82	3	3	2	3	1
7982	22.97	41.61	22.97	3	4	2	2	2
7983	15.05	47.41	15.05	2	4	2	2	1
7984	5.17	12.27	5.17	2	3	2	3	1
7985	27.17	27.17	27.17	4	3	2	2	2
7986	22.97	41.61	22.97	3	4	2	2	2
7987	22.97	41.61	22.97	3	4	2	2	2
7988	27.17	45.81	27.17	4	3	2	2	2
7989	21.06	28.16	21.06	4	3	2	2	2
7990	39.79	39.79	39.79	5	2	2	3	3
7991	3.56	3.56	3.56	2	2	2	2	1
7992	20.97	66.91	20.97	4	3	2	3	2
7993	18.06	18.06	18.06	4	2	2	3	2
7994	26.78	60.42	26.78	6	3	2	2	2
7995	26.78	60.42	26.78	6	3	2	2	2
7996	22.97	31.27	22.97	3	3	2	2	2
7997	3.56	42.9	3.56	2	3	2	2	1
7998	11.74	58.2	11.74	2	4	2	3	1
7999	3.55	98.23	3.55	2	3	2	1	1
8000	42.17	42.17	42.17	5	2	2	2	3
8001	5.08	5.08	5.08	2	2	2	2	1
8002	35.84	35.84	35.84	6	3	2	3	3
8003	20.97	38.41	20.97	4	3	2	3	2
8004	4.15	43.49	4.15	2	4	2	1	1
8005	14.5	14.5	14.5	3	2	2	2	1
8006	34.71	34.71	34.71	4	2	2	2	3
8007	34.71	34.71	34.71	4	2	2	2	3
8008	49.76	56.88	49.76	5	3	2	3	3
8009	15.89	33.33	15.89	3	3	2	2	1
8010	9.32	9.32	9.32	3	2	2	2	1
8011	47.34	47.34	47.34	6	2	2	2	3
8012	15.05	69.29	15.05	2	3	2	2	1
8013	26.14	33.24	26.14	5	3	2	1	2
8014	22.09	68.55	22.09	3	4	2	1	2
8015	30.73	30.73	30.73	5	2	2	1	2
8016	50.89	50.89	50.89	7	2	2	1	3
8017	15.05	47.41	15.05	2	4	2	2	1
8018	39.79	39.79	39.79	5	2	2	3	3
8019	50.89	50.89	50.89	7	3	2	1	3
8020	27.17	45.81	27.17	4	3	2	2	2
8021	3.56	42.9	3.56	2	3	2	2	1
8022	25.65	25.65	25.65	4	2	2	1	2
8023	31.23	31.23	31.23	4	2	2	3	2
8024	16.82	71.06	16.82	3	4	2	3	1
8025	20.97	66.91	20.97	4	3	2	3	2
8026	10.35	28.99	10.35	2	3	2	2	1
8027	32.29	32.29	32.29	5	3	2	3	2
8028	10.35	28.99	10.35	2	3	2	2	1
8029	24.61	24.61	24.61	5	2	2	3	2
8030	10.35	28.99	10.35	2	3	2	2	1
8031	31.23	31.23	31.23	4	2	2	3	2
8032	10.35	18.65	10.35	2	3	2	2	1
8033	3.55	3.55	3.55	2	2	2	1	1
8034	47.34	47.34	47.34	6	2	2	2	3
8035	49.76	58.06	49.76	5	3	2	3	3
8036	54.84	73.48	54.84	6	3	2	2	3
8037	34.71	44.87	34.71	4	3	2	2	3
8038	13.91	32.55	13.91	3	3	2	3	1
8039	9.32	38.32	9.32	3	4	2	2	1
8040	22.97	31.27	22.97	3	3	2	2	2
8041	3.55	98.23	3.55	2	3	2	1	1
8042	5.08	54.3	5.08	2	3	2	2	1
8043	10.35	18.65	10.35	2	3	2	2	1
8044	8.72	8.72	8.72	3	2	2	2	1
8045	35.84	59.32	35.84	6	3	2	3	3
8046	23.22	46.7	23.22	5	3	2	3	2
8047	34.71	44.87	34.71	4	3	2	2	3
8048	26.78	82.12	26.78	6	3	2	2	2
8049	30.73	30.73	30.73	5	2	2	1	2
8050	5.08	5.08	5.08	2	2	2	2	1
8051	26.14	33.24	26.14	5	3	2	1	2
8052	20.97	38.41	20.97	4	3	2	3	2
8053	32.29	32.29	32.29	5	2	2	3	2
8054	22.97	41.61	22.97	3	4	2	2	2
8055	27.67	56.67	27.67	3	3	2	3	2
8056	16.82	35.46	16.82	3	3	2	3	1
8057	23.23	78.57	23.23	5	3	2	2	2
8058	16.82	71.06	16.82	3	4	2	3	1
8059	27.12	27.12	27.12	4	2	2	1	2
8060	50.89	50.89	50.89	7	2	2	1	3
8061	34.71	44.87	34.71	4	3	2	2	3
8062	5.17	12.27	5.17	2	3	2	3	1
8063	13.91	22.21	13.91	3	3	2	3	1
8064	21.06	48.88	21.06	4	3	2	2	2
8065	26.78	60.42	26.78	6	3	2	2	2
8066	47.34	47.34	47.34	6	2	2	2	3
8067	5.08	5.08	5.08	2	2	2	2	1
8068	15.89	15.89	15.89	3	2	2	2	1
8069	23.23	78.57	23.23	5	3	2	2	2
8070	22.09	22.09	22.09	3	2	2	1	2
8071	31.23	31.23	31.23	4	2	2	3	2
8072	8.72	8.72	8.72	3	2	2	2	1
8073	22.09	68.55	22.09	3	4	2	1	2
8074	19.67	19.67	19.67	4	2	2	3	2
8075	49.76	58.06	49.76	5	3	2	3	3
8076	39.79	39.79	39.79	5	2	2	3	3
8077	50.89	50.89	50.89	7	2	2	1	3
8078	16.82	71.06	16.82	3	4	2	3	1
8079	3.56	42.9	3.56	2	3	2	2	1
8080	23.22	23.22	23.22	5	2	2	3	2
8081	15.05	47.41	15.05	2	4	2	2	1
8082	50.89	50.89	50.89	7	2	2	1	3
8083	15.05	69.29	15.05	2	3	2	2	1
8084	23.23	23.23	23.23	5	2	2	2	2
8085	14.5	14.5	14.5	3	2	2	2	1
8086	26.78	82.12	26.78	6	3	2	2	2
8087	13.91	22.21	13.91	3	3	2	3	1
8088	8.72	8.72	8.72	3	2	2	2	1
8089	12.87	12.87	12.87	4	3	2	2	1
8090	4.15	4.15	4.15	2	2	2	1	1
8091	38.02	46.32	38.02	4	3	2	1	3
8092	54.84	73.48	54.84	6	3	2	2	3
8093	13.91	32.55	13.91	3	3	2	3	1
8094	27.12	27.12	27.12	4	2	2	1	2
8095	16.18	70.52	16.18	3	3	2	2	1
8096	10.35	18.65	10.35	2	3	2	2	1
8097	8.72	8.72	8.72	3	2	2	2	1
8098	42.17	42.17	42.17	5	2	2	2	3
8099	5.17	34.17	5.17	2	3	2	3	1
8100	31.23	31.23	31.23	4	2	2	3	2
8101	16.18	16.18	16.18	3	3	2	2	1
8102	31.23	31.23	31.23	4	2	2	3	2
8103	11.74	20.04	11.74	2	3	2	3	1
8104	13.91	32.55	13.91	3	3	2	3	1
8105	22.97	41.61	22.97	3	4	2	2	2
8106	16.82	71.06	16.82	3	4	2	3	1
8107	32.29	32.29	32.29	5	3	2	3	2
8108	23.22	23.22	23.22	5	2	2	3	2
8109	29.69	29.69	29.69	6	2	2	2	2
8110	31.23	31.23	31.23	4	2	2	3	2
8111	23.22	23.22	23.22	5	2	2	3	2
8112	27.17	27.17	27.17	4	3	2	2	2
8113	11.74	58.2	11.74	2	4	2	3	1
8114	5.17	34.17	5.17	2	3	2	3	1
8115	34.71	44.87	34.71	4	3	2	2	3
8116	15.89	33.33	15.89	3	3	2	2	1
8117	27.67	56.67	27.67	3	3	2	3	2
8118	47.34	47.34	47.34	6	2	2	2	3
8119	30.73	30.73	30.73	5	2	2	1	2
8120	3.56	3.56	3.56	2	2	2	2	1
8121	27.12	68.04	27.12	4	4	2	1	2
8122	20.97	66.91	20.97	4	3	2	3	2
8123	39.79	39.79	39.79	5	2	2	3	3
8124	5.17	34.17	5.17	2	3	2	3	1
8125	30.73	104.71	30.73	5	4	2	1	2
8126	15.89	15.89	15.89	3	2	2	2	1
8127	12.87	12.87	12.87	4	3	2	2	1
8128	14.5	55.42	14.5	3	4	2	2	1
8129	14.5	55.42	14.5	3	4	2	2	1
8130	35.84	35.84	35.84	6	3	2	3	3
8131	3.56	42.9	3.56	2	3	2	2	1
8132	26.78	82.12	26.78	6	3	2	2	2
8133	16.18	16.18	16.18	3	3	2	2	1
8134	38.02	38.02	38.02	4	2	2	1	3
8135	47.34	47.34	47.34	6	2	2	2	3
8136	23.22	23.22	23.22	5	2	2	3	2
8137	3.55	98.23	3.55	2	3	2	1	1
8138	26.78	60.42	26.78	6	3	2	2	2
8139	12.62	12.62	12.62	2	2	2	1	1
8140	25.65	25.65	25.65	4	2	2	1	2
8141	10.35	18.65	10.35	2	3	2	2	1
8142	34.71	44.87	34.71	4	3	2	2	3
8143	15.05	69.29	15.05	2	3	2	2	1
8144	30.73	30.73	30.73	5	2	2	1	2
8145	21.06	48.88	21.06	4	3	2	2	2
8146	22.97	41.61	22.97	3	4	2	2	2
8147	5.08	54.3	5.08	2	3	2	2	1
8148	5.08	54.3	5.08	2	3	2	2	1
8149	16.18	70.52	16.18	3	3	2	2	1
8150	3.55	3.55	3.55	2	2	2	1	1
8151	20.97	38.41	20.97	4	3	2	3	2
8152	22.97	31.27	22.97	3	3	2	2	2
8153	4.15	4.15	4.15	2	2	2	1	1
8154	12.62	12.62	12.62	2	2	2	1	1
8155	19.67	19.67	19.67	4	2	2	3	2
8156	3.56	3.56	3.56	2	2	2	2	1
8157	49.76	58.06	49.76	5	3	2	3	3
8158	3.56	42.9	3.56	2	3	2	2	1
8159	26.14	33.24	26.14	5	3	2	1	2
8160	13.91	22.21	13.91	3	3	2	3	1
8161	22.09	22.09	22.09	3	2	2	1	2
8162	34.71	34.71	34.71	4	2	2	2	3
8163	3.55	3.55	3.55	2	2	2	1	1
8164	31.23	31.23	31.23	4	2	2	3	2
8165	5.08	54.3	5.08	2	3	2	2	1
8166	49.76	58.06	49.76	5	3	2	3	3
8167	22.97	41.61	22.97	3	4	2	2	2
8168	3.56	3.56	3.56	2	2	2	2	1
8169	54.84	109.08	54.84	6	4	2	2	3
8170	5.08	5.08	5.08	2	2	2	2	1
8171	42.17	42.17	42.17	5	2	2	2	3
8172	5.17	34.17	5.17	2	3	2	3	1
8173	3.55	3.55	3.55	2	2	2	1	1
8174	22.09	22.09	22.09	3	2	2	1	2
8175	20.97	66.91	20.97	4	3	2	3	2
8176	30.73	30.73	30.73	5	2	2	1	2
8177	31.23	31.23	31.23	4	2	2	3	2
8178	25.65	85.03	25.65	4	4	2	1	2
8179	15.89	33.33	15.89	3	3	2	2	1
8180	39.79	39.79	39.79	5	2	2	3	3
8181	5.08	54.3	5.08	2	3	2	2	1
8182	25.65	25.65	25.65	4	2	2	1	2
8183	15.05	47.41	15.05	2	4	2	2	1
8184	15.05	69.29	15.05	2	3	2	2	1
8185	3.55	98.23	3.55	2	3	2	1	1
8186	12.62	12.62	12.62	2	2	2	1	1
8187	31.23	31.23	31.23	4	2	2	3	2
8188	27.67	56.67	27.67	3	3	2	3	2
8189	27.12	27.12	27.12	4	2	2	1	2
8190	32.29	32.29	32.29	5	3	2	3	2
8191	15.89	15.89	15.89	3	2	2	2	1
8192	49.76	58.06	49.76	5	3	2	3	3
8193	23.23	78.57	23.23	5	3	2	2	2
8194	49.76	58.06	49.76	5	3	2	3	3
8195	12.87	12.87	12.87	4	3	2	2	1
8196	24.61	24.61	24.61	5	2	2	3	2
8197	8.72	8.72	8.72	3	2	2	2	1
8198	23.23	23.23	23.23	5	2	2	2	2
8199	16.18	70.52	16.18	3	3	2	2	1
8200	21.06	48.88	21.06	4	3	2	2	2
8201	13.91	32.55	13.91	3	3	2	3	1
8202	9.32	38.32	9.32	3	4	2	2	1
8203	26.14	33.24	26.14	5	3	2	1	2
8204	5.17	12.27	5.17	2	3	2	3	1
8205	24.61	24.61	24.61	5	2	2	3	2
8206	26.14	26.14	26.14	5	2	2	1	2
8207	38.02	46.32	38.02	4	3	2	1	3
8208	14.5	14.5	14.5	3	2	2	2	1
8209	9.32	38.32	9.32	3	4	2	2	1
8210	18.06	18.06	18.06	4	2	2	3	2
8211	50.89	50.89	50.89	7	3	2	1	3
8212	27.67	56.67	27.67	3	3	2	3	2
8213	27.12	68.04	27.12	4	4	2	1	2
8214	15.05	47.41	15.05	2	4	2	2	1
8215	50.89	50.89	50.89	7	3	2	1	3
8216	27.67	34.79	27.67	3	3	2	3	2
8217	54.84	73.48	54.84	6	3	2	2	3
8218	29.69	29.69	29.69	6	2	2	2	2
8219	32.29	32.29	32.29	5	2	2	3	2
8220	24.61	24.61	24.61	5	2	2	3	2
8221	5.17	34.17	5.17	2	3	2	3	1
8222	3.56	3.56	3.56	2	2	2	2	1
8223	14.5	14.5	14.5	3	2	2	2	1
8224	25.65	85.03	25.65	4	4	2	1	2
8225	27.12	68.04	27.12	4	4	2	1	2
8226	23.23	78.57	23.23	5	3	2	2	2
8227	23.22	46.7	23.22	5	3	2	3	2
8228	24.61	24.61	24.61	5	2	2	3	2
8229	3.55	3.55	3.55	2	2	2	1	1
8230	30.73	104.71	30.73	5	4	2	1	2
8231	32.29	32.29	32.29	5	2	2	3	2
8232	32.29	32.29	32.29	5	2	2	3	2
8233	50.89	50.89	50.89	7	3	2	1	3
8234	23.23	23.23	23.23	5	2	2	2	2
8235	26.78	82.12	26.78	6	3	2	2	2
8236	31.23	31.23	31.23	4	2	2	3	2
8237	20.97	38.41	20.97	4	3	2	3	2
8238	5.17	34.17	5.17	2	3	2	3	1
8239	27.17	27.17	27.17	4	3	2	2	2
8240	12.87	12.87	12.87	4	3	2	2	1
8241	27.17	27.17	27.17	4	3	2	2	2
8242	3.56	42.9	3.56	2	3	2	2	1
8243	3.56	42.9	3.56	2	3	2	2	1
8244	26.78	82.12	26.78	6	3	2	2	2
8245	4.15	4.15	4.15	2	2	2	1	1
8246	49.76	58.06	49.76	5	3	2	3	3
8247	15.05	69.29	15.05	2	3	2	2	1
8248	32.29	32.29	32.29	5	2	2	3	2
8249	49.76	56.88	49.76	5	3	2	3	3
8250	54.84	73.48	54.84	6	3	2	2	3
8251	38.02	46.32	38.02	4	3	2	1	3
8252	16.82	71.06	16.82	3	4	2	3	1
8253	3.55	3.55	3.55	2	2	2	1	1
8254	49.76	58.06	49.76	5	3	2	3	3
8255	27.12	27.12	27.12	4	2	2	1	2
8256	27.12	27.12	27.12	4	2	2	1	2
8257	18.06	18.06	18.06	4	2	2	3	2
8258	3.56	42.9	3.56	2	3	2	2	1
8259	18.06	69.14	18.06	4	4	2	3	2
8260	14.5	55.42	14.5	3	4	2	2	1
8261	47.34	47.34	47.34	6	2	2	2	3
8262	49.76	56.88	49.76	5	3	2	3	3
8263	13.91	22.21	13.91	3	3	2	3	1
8264	34.71	34.71	34.71	4	2	2	2	3
8265	27.67	34.79	27.67	3	3	2	3	2
8266	16.82	35.46	16.82	3	3	2	3	1
8267	21.06	48.88	21.06	4	3	2	2	2
8268	3.56	3.56	3.56	2	2	2	2	1
8269	32.29	32.29	32.29	5	3	2	3	2
8270	5.08	54.3	5.08	2	3	2	2	1
8271	50.89	50.89	50.89	7	2	2	1	3
8272	4.15	43.49	4.15	2	4	2	1	1
8273	8.72	8.72	8.72	3	2	2	2	1
8274	23.22	23.22	23.22	5	2	2	3	2
8275	18.06	69.14	18.06	4	4	2	3	2
8276	8.72	8.72	8.72	3	2	2	2	1
8277	42.17	42.17	42.17	5	2	2	2	3
8278	13.91	32.55	13.91	3	3	2	3	1
8279	42.17	42.17	42.17	5	2	2	2	3
8280	23.22	46.7	23.22	5	3	2	3	2
8281	34.71	34.71	34.71	4	2	2	2	3
8282	18.06	69.14	18.06	4	4	2	3	2
8283	4.15	43.49	4.15	2	4	2	1	1
8284	4.15	43.49	4.15	2	4	2	1	1
8285	30.73	30.73	30.73	5	2	2	1	2
8286	24.61	24.61	24.61	5	2	2	3	2
8287	5.17	34.17	5.17	2	3	2	3	1
8288	14.5	55.42	14.5	3	4	2	2	1
8289	49.76	58.06	49.76	5	3	2	3	3
8290	47.34	47.34	47.34	6	2	2	2	3
8291	11.74	20.04	11.74	2	3	2	3	1
8292	31.23	31.23	31.23	4	2	2	3	2
8293	12.87	12.87	12.87	4	2	2	2	1
8294	22.09	22.09	22.09	3	2	2	1	2
8295	35.84	59.32	35.84	6	3	2	3	3
8296	13.91	22.21	13.91	3	3	2	3	1
8297	15.89	33.33	15.89	3	3	2	2	1
8298	32.29	32.29	32.29	5	3	2	3	2
8299	8.72	8.72	8.72	3	2	2	2	1
8300	30.73	30.73	30.73	5	2	2	1	2
8301	47.34	47.34	47.34	6	2	2	2	3
8302	47.34	47.34	47.34	6	2	2	2	3
8303	23.22	23.22	23.22	5	2	2	3	2
8304	27.17	45.81	27.17	4	3	2	2	2
8305	27.12	27.12	27.12	4	2	2	1	2
8306	19.67	19.67	19.67	4	2	2	3	2
8307	14.5	14.5	14.5	3	2	2	2	1
8308	26.14	33.24	26.14	5	3	2	1	2
8309	25.65	85.03	25.65	4	4	2	1	2
8310	49.76	58.06	49.76	5	3	2	3	3
8311	25.65	85.03	25.65	4	4	2	1	2
8312	16.82	71.06	16.82	3	4	2	3	1
8313	38.02	46.32	38.02	4	3	2	1	3
8314	24.61	24.61	24.61	5	2	2	3	2
8315	26.14	26.14	26.14	5	2	2	1	2
8316	31.23	31.23	31.23	4	2	2	3	2
8317	21.06	28.16	21.06	4	3	2	2	2
8318	14.5	55.42	14.5	3	4	2	2	1
8319	54.84	109.08	54.84	6	4	2	2	3
8320	15.05	69.29	15.05	2	3	2	2	1
8321	12.62	12.62	12.62	2	2	2	1	1
8322	22.97	41.61	22.97	3	4	2	2	2
8323	15.89	15.89	15.89	3	2	2	2	1
8324	16.82	71.06	16.82	3	4	2	3	1
8325	24.61	24.61	24.61	5	2	2	3	2
8326	3.56	42.9	3.56	2	3	2	2	1
8327	9.32	9.32	9.32	3	2	2	2	1
8328	49.76	56.88	49.76	5	3	2	3	3
8329	19.67	19.67	19.67	4	2	2	3	2
8330	16.18	70.52	16.18	3	3	2	2	1
8331	22.09	68.55	22.09	3	4	2	1	2
8332	16.18	70.52	16.18	3	3	2	2	1
8333	27.12	68.04	27.12	4	4	2	1	2
8334	35.84	35.84	35.84	6	3	2	3	3
8335	12.62	66.96	12.62	2	4	2	1	1
8336	38.02	46.32	38.02	4	3	2	1	3
